m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2004,33.004533215,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2005,32.709526068,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2006,31.338764096,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2007,29.46735858,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2008,28.44259375,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2009,28.002041592,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2010,27.372498156,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2011,26.899089251,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2012,27.03894588,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2013,28.402747451,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2014,30.354658722,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2015,31.681446709,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2016,32.062380033,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2017,32.010955924,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2018,31.433490254,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2019,30.23553551,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2020,29.235947445,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2021,28.452752365,m3/inhab/year,E,false
760,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Syrian Arab Republic,2022,27.397171235,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2000,11.264795925,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2001,12.031802054,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2002,12.372743761,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2003,12.708963155,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2004,13.045728265,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2005,13.383099286,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2006,13.71248578,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2007,14.030279738,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2008,14.334651631,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2009,14.623478067,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2010,14.896460889,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2011,15.157033759,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2012,13.297429064,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2013,11.470770941,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2014,9.685755766,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2015,7.945790415,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2016,6.245297595,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2017,7.72499167,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2018,3.899532141,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2019,5.70943474,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2020,5.169509382,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2021,5.137516971,m3/inhab/year,E,false
788,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Tunisia,2022,5.107541388,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2000,31.858483073,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2001,25.119127867,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2002,19.148344321,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2003,13.834369679,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2004,14.337429021,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2005,14.791662647,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2006,13.194168432,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2007,11.233052133,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2008,9.563055761,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2009,8.552727047,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2010,7.848327546,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2011,7.159664677,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2012,6.487341354,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2013,5.838632027,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2014,5.198353382,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2015,4.600666208,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2016,4.09705684,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2017,4.006789017,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2018,3.958544411,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2019,3.945468507,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2020,3.91595555,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2021,3.77973425,m3/inhab/year,E,false
784,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,United Arab Emirates,2022,5.369999822,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2000,3.465119824,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2001,3.332320288,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2002,3.206130275,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2003,3.085329542,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2004,2.968974936,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2005,2.852117489,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2006,2.760895961,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2007,2.672908168,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2008,2.588410032,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2009,2.506968988,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2010,2.429508103,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2011,2.356532746,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2012,2.286024019,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2013,2.217449815,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2014,2.150444502,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2015,2.086049276,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2016,2.024353912,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2017,1.964285007,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2018,1.90698703,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2019,1.851250169,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2020,1.798816838,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2021,1.750123788,m3/inhab/year,E,false
887,Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Yemen,2022,1.700552308,m3/inhab/year,E,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2000,1.721,10^9 m3/year,E,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2001,1.82925,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2002,1.9375,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2003,2.04575,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2004,2.154,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2005,2.26225,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2006,2.3705,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2007,2.47875,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2008,2.587,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2009,2.69525,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2010,2.8035,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2011,2.91175,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2012,3.02,10^9 m3/year,E,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2013,3.046666667,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2014,3.073333333,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2015,3.1,10^9 m3/year,A,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2016,3.39,10^9 m3/year,A,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2017,3.6,10^9 m3/year,A,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2018,3.613,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2019,3.626,10^9 m3/year,I,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2020,3.639,10^9 m3/year,A,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2021,3.283,10^9 m3/year,A,false
12,Water use,Water withdrawal by sector,Municipal water withdrawal,Algeria,2022,3.389,10^9 m3/year,A,false
48,Water use,Water withdrawal by sector,Municipal water withdrawal,Bahrain,2000,0.158538462,10^9 m3/year,I,false
48,Water use,Water withdrawal by sector,Municipal water withdrawal,Bahrain,2001,0.164992308,10^9 m3/year,I,false
48,Water use,Water withdrawal by sector,Municipal water withdrawal,Bahrain,2002,0.171446154,10^9 m3/year,I,false
